course_id,name,category,language,skills,what_you_learn,url,content_length
3584,Numerical Methods for Engineers,Math And Logic,English,"Computational Thinking, Matlab, Linear Algebra, Engineering Analysis, Mathematical Modeling, Scripting, Algorithms, Plot (Graphics), Integral Calculus, Mathematical Software, Simulation and Simulation Software, Simulations, Applied Mathematics, Differential Equations, Scientific Visualization, Engineering Calculations, Numerical Analysis, Programming Principles, Calculus, Estimation","MATLAB and the foundations of scientific computing
MATLAB and the foundations of scientific computing
Root finding methods such as Newton's method, and numerical linear algebra using the LU decomposition
Root finding methods such as Newton's method, and numerical linear algebra using the LU decomposition
Integration methods such as adaptive quadrature, and interpolation algorithms using a cubic spline
Integration methods such as adaptive quadrature, and interpolation algorithms using a cubic spline
Numerical methods for solving ODEs, such as Runge-Kutta, and the finite difference method for solving PDEs
Numerical methods for solving ODEs, such as Runge-Kutta, and the finite difference method for solving PDEs",https://www.coursera.org/learn/numerical-methods-engineers,1043
3585,NumPy and Pandas Basics for Future Data Scientists,Data Science,English,"Data Processing, Data Analysis, Critical Thinking, Numerical Analysis, Debugging","Create and manipulate NumPy arrays, including performing basic arithmetic operations and handling missing data.
Create and manipulate NumPy arrays, including performing basic arithmetic operations and handling missing data.
Apply advanced NumPy techniques such as broadcasting, masking, and aggregation functions.
Apply advanced NumPy techniques such as broadcasting, masking, and aggregation functions.
Construct and modify pandas DataFrames and Series, use methods to filter and inspect data, and handle missing data.
Construct and modify pandas DataFrames and Series, use methods to filter and inspect data, and handle missing data.
Utilize pandas for data aggregation, summary statistics, and dataframe merging to analyze a real dataset.
Utilize pandas for data aggregation, summary statistics, and dataframe merging to analyze a real dataset.",https://www.coursera.org/learn/numpy-and-pandas-basics-for-future-data-scientists,868
3586,Nursing Assistant Essentials,Health,English,"Informed Consent, Home Health Care, Medical Privacy, Basic Patient Care, Activities of Daily Living (ADLs), Nursing Basics, Patient Communication, Communication, Personal Care, Toileting, Oral Hygiene, Nursing Homes, Dignity in Care, Patient-centered Care","Describe the nursing assistants’ role and responsibilities as a member of the healthcare team
Describe the nursing assistants’ role and responsibilities as a member of the healthcare team
Discuss the role of nursing assistants in long-term care facilities
Discuss the role of nursing assistants in long-term care facilities
Provide safe and high-quality patient care
Provide safe and high-quality patient care",https://www.coursera.org/learn/nursing-assistant-essentials,1291
3587,Nursing Fundamentals: Skills for Patient Care Excellence,Health,English,"Nursing Process, Prioritization, Clinical Practices, Project Documentation, Patient-centered Care, Patient Communication, Care Management, Nursing Practices, Direct Patient Care, Clinical Assessment, Nursing Basics, Patient Safety, Infection Control, Health Assessment, Communication, Patient Education And Counseling, Collaboration, Nursing Care","Identify patient needs through structured nursing assessments and prioritize care based on clinical findings.
Identify patient needs through structured nursing assessments and prioritize care based on clinical findings.
Demonstrate effective communication skills to understand patient concerns and deliver appropriate nursing interventions.
Demonstrate effective communication skills to understand patient concerns and deliver appropriate nursing interventions.
Apply International Patient Safety Goals (IPSG) and standard infection control practices to minimize risk in patient care environments.
Apply International Patient Safety Goals (IPSG) and standard infection control practices to minimize risk in patient care environments.
Design and implement comprehensive and evidence-based, patient-centric care plans to achieve optimal health outcomes.
Design and implement comprehensive and evidence-based, patient-centric care plans to achieve optimal health outcomes.",https://www.coursera.org/learn/nursing-fundamentals-skills-for-patient-care-excellence,2517
3588,Nursing Informatics(护理信息学),Health,English,"Patient-centered Care, Computer Displays, Patient Safety, Clinical Informatics, Nursing, Health Informatics, Nurse Education, Telehealth, Nursing Care, Decision Support Systems, Nursing Practices, Information Technology, Electronic Medical Record, Informatics",,https://www.coursera.org/learn/nursing-informatics,425
3589,Nursing Research: Principles and Methods(护理研究：基本原理与方法),Health,English,"Medical Science and Research, Nursing, Science and Research, Scientific Methods, Clinical Research, Clinical Research Ethics, Epidemiology, Biostatistics",,https://www.coursera.org/learn/nursing-research-principles-and-methods,1505
3590,Nutrition and Medical Weight Loss,Health,English,"Surgery, Nutrition and Diet, General Medical Tests and Procedures, Nutritional Assessment, Medical Nutrition Therapy, Clinical Nutrition, Medical Practices and Procedures, General Surgery, Medical Devices, Nutrition Counseling","How to differentiate between Roux-en-Y gastric bypass, sleeve gastrectomy, and biliopancreatic diversion with duodenal switch (BPD/DS) surgeries.
How to differentiate between Roux-en-Y gastric bypass, sleeve gastrectomy, and biliopancreatic diversion with duodenal switch (BPD/DS) surgeries.
The pros and cons of medical weight loss procedures.
The pros and cons of medical weight loss procedures.
The role of appetite suppressant medications, nutrient blockers, and meal replacements in medical weight loss.
The role of appetite suppressant medications, nutrient blockers, and meal replacements in medical weight loss.",https://www.coursera.org/learn/nutrition-and-medical-weight-loss,729
3591,Nutrition and Weight Management for Fitness Professionals,Health,English,"Physiology, Public Health and Disease Prevention, Exercise Science, Nutrition Counseling, Nutrition and Diet, Biology, Preventative Care, Communication, Anatomy, Health And Wellness Coaching, Nutritional Assessment","Describe the principles of energy balance and the first law of thermodynamics and apply these concepts to weight management strategies.
Describe the principles of energy balance and the first law of thermodynamics and apply these concepts to weight management strategies.
Evaluate the role of macro- and micronutrients in body composition and overall health and assess their impact on energy levels and metabolism.
Evaluate the role of macro- and micronutrients in body composition and overall health and assess their impact on energy levels and metabolism.
Analyze genetic, environmental, and behavioral factors contributing to weight gain and loss and practical weight management approaches.
Analyze genetic, environmental, and behavioral factors contributing to weight gain and loss and practical weight management approaches.",https://www.coursera.org/learn/nutrition-and-weight-management-for-fitness-professionals,1611
3592,Nutrition for Optimal Mental Health,Health,English,"Nutrition and Diet, Meal Planning And Preparation, Mindfulness, Mental Health, Psychology, Nutrition Education","Understand the role of nutrition in brain health.
Understand the role of nutrition in brain health.
Identify dietary strategies for cognitive function.
Identify dietary strategies for cognitive function.
Implement practical dietary changes for mental health.
Implement practical dietary changes for mental health.
Evaluate nutritional approaches for brain longevity.
Evaluate nutritional approaches for brain longevity.",https://www.coursera.org/learn/nutrition-for-optimal-mental-health,982
3593,Nutrition Hot Topics and Controversies,Health,English,"Food Quality Assurance And Control, Patient Education And Counseling, Medical Science and Research, Nutrition and Diet, Life Sciences, Clinical Nutrition, Scientific Methods, Nutrition Education","Learn how the body detoxifies itself through natural processes compared to commonly advertised detoxes and cleanses.
Learn how the body detoxifies itself through natural processes compared to commonly advertised detoxes and cleanses.
Discover the effects of common sweeteners and nonnutritive sweeteners play on health.
Discover the effects of common sweeteners and nonnutritive sweeteners play on health.
Learn the difference between genetically modified foods and conventionally grown produce.
Learn the difference between genetically modified foods and conventionally grown produce.
Compare the nutrients of organic, grass-fed, and pasture-raised animals used in meat production.
Compare the nutrients of organic, grass-fed, and pasture-raised animals used in meat production.",https://www.coursera.org/learn/nutrition-hot-topics-and-controversies,1015
3594,"Comfort & Care: Pain, Nutrition, Hydration Assessments",Health,English,"Healthcare Ethics, Patient Safety, Health And Safety Standards, Patient Assistance, Critical Thinking, Health Care, Patient Education and Support, Decision Making, Communication, Pain Management, Direct Patient Care, Nutrition Education, Patient Evaluation, Patient Communication, Critical Thinking and Problem Solving, Nutrition and Diet, Clinical Experience, Healthcare Industry Knowledge, Clinical Nutrition, Health Assessment","You will learn how hydration, nutrition, and pain management support recovery, wellbeing, and improved clinical outcomes
You will learn how hydration, nutrition, and pain management support recovery, wellbeing, and improved clinical outcomes
You will learn to assess hydration, nutrition, and pain, recognise key signs, and respond with suitable care interventions
You will learn to assess hydration, nutrition, and pain, recognise key signs, and respond with suitable care interventions
You will learn how healthcare staff support nutrition, fluids, and pain needs with appropriate care, empathy, and clinical insight
You will learn how healthcare staff support nutrition, fluids, and pain needs with appropriate care, empathy, and clinical insight",https://www.coursera.org/learn/nutrition-hydration-pain-assessment-training,781
3595,Nutrition and Lifestyle in Pregnancy,Health,English,"Obstetrics And Gynecology, Medical Science and Research, Child Health, Preventative Care, Nutrition Counseling, Clinical Nutrition, Prenatal Care, Food Safety and Sanitation, Nutrition and Diet, Patient Education And Counseling, Maternal Health",,https://www.coursera.org/learn/nutrition-pregnancy,1472
3596,Object-Oriented Design,Computer Science,English,"Unified Modeling Language, Object Oriented Programming (OOP), Conceptual Design, Object Oriented Design, Software Design, Technical Design, Java, Software Architecture",,https://www.coursera.org/learn/object-oriented-design,1384
3597,Object Oriented Programming in Java,Computer Science,English,"Development Environment, Algorithms, Programming Principles, Event-Driven Programming, Computer Programming, Interactive Data Visualization, Java Programming, Data Structures, Object Oriented Design, Debugging, Object Oriented Programming (OOP), Software Documentation, User Interface (UI), Software Engineering, Java",,https://www.coursera.org/learn/object-oriented-java,2124
3598,Object Oriented Programming in Java,Computer Science,English,"Object Oriented Design, Java Programming, Programming Principles, Application Design, Application Development, Data Structures, Data Management, File Management, Program Development, Java, Object Oriented Programming (OOP)","Apply object-oriented programming (OOP) techniques to define and implement classes and objects, demonstrating encapsulation and abstraction.
Apply object-oriented programming (OOP) techniques to define and implement classes and objects, demonstrating encapsulation and abstraction.
Use advanced OOP concepts such as inheritance, polymorphism, interfaces, and method overloading.
Use advanced OOP concepts such as inheritance, polymorphism, interfaces, and method overloading.
Employ the Java Collections Framework to manage data using lists, sets, queues, and maps.
Employ the Java Collections Framework to manage data using lists, sets, queues, and maps.
Describe the basics of directory and file handling in Java and practical uses of date and time in application development.
Describe the basics of directory and file handling in Java and practical uses of date and time in application development.",https://www.coursera.org/learn/object-oriented-program-in-java,1341
3599,Object Tracking and Motion Detection with Computer Vision,Physical Science And Engineering,English,"Artificial Intelligence and Machine Learning (AI/ML), Visualization (Computer Graphics), Motion Graphics, Computer Vision, Medical Imaging, Image Analysis, Deep Learning, Matlab","Use pre-trained deep neural networks like YOLO to perform object detection
Use pre-trained deep neural networks like YOLO to perform object detection
Use optical flow to detect motion & moving objects
Use optical flow to detect motion & moving objects
Perform multi-object tracking to count, track, & determine the direction of objects
Perform multi-object tracking to count, track, & determine the direction of objects",https://www.coursera.org/learn/object-tracking-and-motion-computer-vision,1304
3600,Observability in Google Cloud,Information Technology,English,"Cloud Applications, Cloud Computing Architecture, Network Monitoring, Network Analysis, Kubernetes, Debugging, Application Performance Management, Network Troubleshooting, Query Languages, Prometheus (Software), Virtual Machines, Google Cloud Platform, Network Performance Management, System Monitoring","Install and manage Ops Agent to collect logs for Compute Engine.
Install and manage Ops Agent to collect logs for Compute Engine.
Explain Cloud Operations for GKE.
Explain Cloud Operations for GKE.
Analyze VPC Flow Logs and firewall rules logs.
Analyze VPC Flow Logs and firewall rules logs.
Analyze resource utilization cost for monitoring related components within Google Cloud.
Analyze resource utilization cost for monitoring related components within Google Cloud.",https://www.coursera.org/learn/observability-in-google-cloud,207
3601,Observational Methods and Qualitative Data Analysis,Health,English,"Research Methodologies, Data Collection, Social Sciences, Case Studies, Anthropology, Cultural Diversity, Data Analysis, Psychology, Research, Qualitative Research, Interviewing Skills","Understand the utility of observation and the researcher's role in the observation space.
Understand the utility of observation and the researcher's role in the observation space.
Identify the unique characteristics of ethnography and case study.
Identify the unique characteristics of ethnography and case study.
Apply basic qualitative data analysis techniques.
Apply basic qualitative data analysis techniques.",https://www.coursera.org/learn/observational-methods-and-qualitative-data-analysis,1373
3602,Observing Earth From Space,Physical Science And Engineering,English,"Continuous Monitoring, Data Access, Environment, Geographic Information Systems, Climate Change Programs, Data Collection, Land Development, Geospatial Mapping, Image Analysis, Global Positioning Systems, Environmental Science, Data Ethics, Environmental Monitoring, Forecasting, Spatial Data Analysis, Geospatial Information and Technology",,https://www.coursera.org/learn/observing-earth-from-space,1768
3603,Oceanography: a key to better understand our world,Physical Science And Engineering,English,"Remote Access Systems, Chemistry, Biology, Geographic Information Systems, Water Resources, Mechanics, Geospatial Information and Technology, Global Positioning Systems, Environmental Science, Water Quality, Environment, Climate Change Mitigation, Physical Science, Systems Of Measurement",,https://www.coursera.org/learn/oceanography,683
3604,"Odesa, Ukraine: Jews in the Modern World",Arts And Humanities,English,"World History, Music History, Labor Law, Economics, European History, Art History, Social Justice, Socioeconomics, Cultural Diversity, Immigration Law","Describe the connection between Odesa as a place of opportunity and abundance, international trade, and modern capitalism.
Describe the connection between Odesa as a place of opportunity and abundance, international trade, and modern capitalism.
Connect virtuosity with Jewish interculturality and the complications of multilingual cultural production .
Connect virtuosity with Jewish interculturality and the complications of multilingual cultural production .
Describe the ambiguous class and economic status of Jews in the Russian Empire and Pale of Settlement.
Describe the ambiguous class and economic status of Jews in the Russian Empire and Pale of Settlement.",https://www.coursera.org/learn/odesa,346
3605,Off the Clock: The Many Faces of Time,Personal Development,English,"Timelines, Cultural Diversity, Environmental Science, Biology, Anthropology, Psychology, Liberal Arts, Physics",,https://www.coursera.org/learn/offtheclock,4308
3606,Oil & Gas Industry Operations and Markets,Physical Science And Engineering,English,"Market Dynamics, Market Analysis, Operations, Transportation Operations, Production Process, Natural Resource Management, Oil and Gas, Cost Estimation, Market Trend, Energy and Utilities",,https://www.coursera.org/learn/oilandgas,934
3607,OKR Certification: Leadership and Goal Setting,Business,English,"Key Performance Indicators (KPIs), Constructive Feedback, Prioritization, Organizational Strategy, Leadership and Management, Organizational Leadership, Employee Performance Management, Team Performance Management, Organizational Effectiveness, Business Strategy, Recognizing Others, Smart Goals, Planning, Communication, Performance Measurement, Business Priorities, Performance Management, Goal Setting","Understand and write Objectives and Key Results (OKRs).
Understand and write Objectives and Key Results (OKRs).
Clearly communicate strategy and top priorities to your organization.
Clearly communicate strategy and top priorities to your organization.
Effectively align goals with initiatives across an entire organization.
Effectively align goals with initiatives across an entire organization.
Implement an OKR program at your organization.
Implement an OKR program at your organization.",https://www.coursera.org/learn/okr,1936
3608,Old Norse Mythology in the Sources,Arts And Humanities,English,"Ancient History, European History, Language Interpretation, Translation, and Studies, World History, Research, Storytelling, Culture","Identify the differences in literary representation of Old Norse myths in medieval literature and the pre-Christian religion
Identify the differences in literary representation of Old Norse myths in medieval literature and the pre-Christian religion
Understand the processes underlying the codification of Old Norse mythology, and how the literature was interpreted in Christianity
Understand the processes underlying the codification of Old Norse mythology, and how the literature was interpreted in Christianity
Describe the key elements and features of Old Norse mythology and understand how Old Norse mythology came into existence as medieval literature
Describe the key elements and features of Old Norse mythology and understand how Old Norse mythology came into existence as medieval literature",https://www.coursera.org/learn/old-norse-mythology-sources,560
3609,"The Emergence of Oncofertility (Past, Present & Future)",Health,English,"Informed Consent, Oncology, Epidemiology, Obstetrics And Gynecology, Patient Education And Counseling, Patient-centered Care, Treatment Planning, Clinical Practices, Healthcare Ethics, Urology",,https://www.coursera.org/learn/oncofertility-overview,1783
3610,Oncology Nursing（肿瘤护理）,Health,English,"Preventative Care, Diagnostic Tests, Oncology, Nursing, Public Health and Disease Prevention, Basic Nursing Skills, Nursing Care, Radiation Therapy, Clinical Nursing, Nursing Management, Pathology, Medical Surgical Nursing, Patient Treatment, Nursing Process, Patient Evaluation, Health Assessment, Perioperative Care, Patient Education And Counseling, Epidemiology, Surgery",,https://www.coursera.org/learn/oncology-nursing,1371
3611,One Health Investigations of Outbreaks and Spillover Events,Health,English,"Diagnostic Tests, Anthropology, Microbiology, Qualitative Research, Environment, Data Collection, Infectious Diseases, Investigation, Public Health, Environmental Monitoring, Laboratory Testing, Epidemiology",,https://www.coursera.org/learn/one-health-investigations-of-outbreaks-and-spillover-events,1083
3612,"One Health: Pandemic preparedness, prevention, and response",Health,English,"Health Care Procedure and Regulation, Infectious Diseases, Law, Regulation, and Compliance, Preventative Care, Public Health and Disease Prevention, Health Policy, Environmental Science, Policty Analysis, Research, and Development, Climate Change Adaptation, Case Studies, Governance, Public Health, Food Safety and Sanitation",,https://www.coursera.org/learn/one-health-pandemic-preparedness-prevention-and-response,1320
3613,1.5° Lifestyles: Mainstreaming Everyday Sustainability,Physical Science And Engineering,English,"Climate Change Mitigation, Environmental Policy, Resource Consumption Accounting, Systems Thinking, Sustainability Standards, Sustainable Development, Sustainable Business, Economics, Climate Change Adaptation, Public Policies, Environmental Social And Corporate Governance (ESG), Consumer Behaviour, Critical Thinking, Education and Training, Community Development",,https://www.coursera.org/learn/onepointfive-degree-lifestyles-mainstreaming-everyday-sustainability,2414
3614,Ongoing U.S. Settler Colonialism & Native Peoples Teach-Out,Social Sciences,English,"Land Management, Sociology, Cultural Diversity, Social Studies, Environmental Issue, Education and Training, Cultural Sensitivity, Social Justice, Relationship Building, Culture Transformation, Health Equity","Develop a living understanding of ongoing settler colonialism in the U.S.
Develop a living understanding of ongoing settler colonialism in the U.S.
Analyze everyday forms of settler colonialism in your own life, work, and interests.
Analyze everyday forms of settler colonialism in your own life, work, and interests.
Describe Indigenous Peoples/Native Nations' robust presence.
Describe Indigenous Peoples/Native Nations' robust presence.
Dream alongside others about anti-colonial futures.
Dream alongside others about anti-colonial futures.",https://www.coursera.org/learn/ongoing-us-settler-colonialism-native-peoples-teach-out,1516
3615,Open Data and Intelligent Finance,Business,English,"Product Design, Application Programming Interface (API), Open Source Technology, Data Governance, Mobile Banking, Financial Inclusion, Financial Services, Financial Regulation, FinTech, Financial Systems, Financial Data, AI Personalization, Data Ethics, Human Centered Design, Finance, Business Ethics, Responsible AI, Payment Systems, Data Sharing, Interoperability","Explain the principles of Open Data, Open Finance, and Smart Data, and how they shape modern financial ecosystems
Explain the principles of Open Data, Open Finance, and Smart Data, and how they shape modern financial ecosystems
Evaluate how AI powers real-time, intelligent financial services and the ethical and regulatory risks involved
Evaluate how AI powers real-time, intelligent financial services and the ethical and regulatory risks involved
Design inclusive, data-driven financial systems using platform infrastructure and responsible innovation practices
Design inclusive, data-driven financial systems using platform infrastructure and responsible innovation practices",https://www.coursera.org/learn/open-data-and-intelligent-finance,2204
3616,Open Source Software Development Methods,Computer Science,English,"CI/CD, Technical Communication, Collaborative Software, GitHub, Software Development Methodologies, Open Source Technology, Git (Version Control System), Software Development Life Cycle",,https://www.coursera.org/learn/open-source-software-development-methods,864
3617,Tools for Data Science,Data Science,English,"Git (Version Control System), Big Data, Jupyter, Computer Programming Tools, Open Source Technology, R (Software), Data Science, Development Environment, Statistical Programming, Python Programming, Query Languages, R Programming, GitHub, Other Programming Languages, IBM Cloud, Version Control, Cloud Computing, Machine Learning, Data Visualization Software","Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools
Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools
Utilize languages commonly used by data scientists like Python, R, and SQL
Utilize languages commonly used by data scientists like Python, R, and SQL
Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features
Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features
Create and manage source code for data science using Git repositories and GitHub.
Create and manage source code for data science using Git repositories and GitHub.",https://www.coursera.org/learn/open-source-tools-for-data-science,1151
3618,OpenAI GPTs: Creating Your Own Custom AI Assistants,Data Science,English,"Personalized Service, Prompt Engineering, AI Personalization, Verification And Validation, Generative AI, Responsible AI, Productivity Software, Expense Reports, Travel Arrangements, Artificial Intelligence, Scenario Testing, ChatGPT, Expense Management, OpenAI, LLM Application, Test Case",,https://www.coursera.org/learn/openai-custom-gpts,2103
3619,OpenCL Programming,Computer Science,English,"Program Development, C++ (Programming Language), Field-Programmable Gate Array (FPGA), Embedded Software, C (Programming Language), Cross Platform Development, Performance Tuning, Computer Architecture, Scalability, Application Development, Hardware Architecture, Application Performance Management","Analyse the structure and functionality of OpenCL programs to design effective solutions for parallel computing tasks.
Analyse the structure and functionality of OpenCL programs to design effective solutions for parallel computing tasks.
Create optimized kernels using advanced OpenCL techniques for efficient execution across various GPU architectures.
Create optimized kernels using advanced OpenCL techniques for efficient execution across various GPU architectures.
Apply memory management strategies in OpenCL to enhance data throughput and reduce latency in high-performance computing.
Apply memory management strategies in OpenCL to enhance data throughput and reduce latency in high-performance computing.
Optimize OpenCL performance using profiling tools and parallel computing principles to develop scalable multi-GPU applications.
Optimize OpenCL performance using profiling tools and parallel computing principles to develop scalable multi-GPU applications.",https://www.coursera.org/learn/opencl-programming,2950
3620,"Operating Systems: Overview, Administration, and Security",Computer Science,English,"Operating System Administration, Mac OS, Windows Servers, Linux Administration, File Systems, Windows PowerShell, Command-Line Interface, Containerization, Linux Commands, Virtual Machines, Virtualization, System Software, Firewall, User Accounts, Cloud Computing, Operating Systems, Linux Servers, Active Directory, Computer Systems, Cloud Security","Essential OS knowledge for professionals looking to get started in cybersecurity and IT support
Essential OS knowledge for professionals looking to get started in cybersecurity and IT support
How to adeptly navigate features unique to Windows, Linux, and MacOS ecosystems
How to adeptly navigate features unique to Windows, Linux, and MacOS ecosystems
How to manage user accounts and permissions
How to manage user accounts and permissions
Valuable insights into foundational cloud computing concepts such as virtualization and containerization
Valuable insights into foundational cloud computing concepts such as virtualization and containerization",https://www.coursera.org/learn/operating-systems-overview-administration-security,1197
3621,Finance for Managers,Business,English,"Business Metrics, Business Analysis, Financial Data, Financial Acumen, Management Accounting, Finance, Financial Management, Profit and Loss (P&L) Management",,https://www.coursera.org/learn/operational-finance,1124
3622,Supply Chain Operations,Business,English,"Operational Efficiency, Lean Manufacturing, Quality Improvement, Lean Six Sigma, Process Improvement, Logistics, Six Sigma Methodology, Lean Methodologies, Inventory Control, Production Process, Operations Management, Kanban Principles, Inventory Management System, Supply Chain",,https://www.coursera.org/learn/operations,1180
3623,Operations Management in Healthcare- Streamlining Systems,Health,English,"Health Care Administration, Communication Strategies, Resource Utilization, Health Technology, Coordination, Patient Flow, Health Care Procedure and Regulation, Operations Management, Data-Driven Decision-Making, Health Systems, Continuous Improvement Process, Cross-Functional Collaboration, Systems Thinking, Operational Efficiency, Lean Methodologies, Process Improvement","Identify components of a healthcare system.
Identify components of a healthcare system.
Analyze the impact of streamlining system processes.
Analyze the impact of streamlining system processes.
Develop a systematic approach to identify and implement streamlined healthcare processes utilizing technology.
Develop a systematic approach to identify and implement streamlined healthcare processes utilizing technology.
Evaluate the expected outcomes and downstream benefits of a controlled and streamlined healthcare system.
Evaluate the expected outcomes and downstream benefits of a controlled and streamlined healthcare system.",https://www.coursera.org/learn/operations-management-in-healthcare--streamlining-systems,2000
3624,Operations Research (2): Optimization Algorithms,Computer Science,English,"Program Implementation, Linear Algebra, Operations Research, Business Analytics, Decision Making, Process Optimization, Algorithms, Operational Analysis, Mathematical Modeling, Computational Thinking, Applied Mathematics","Learn how to use algorithms to solve different types of optimization programs.
Learn how to use algorithms to solve different types of optimization programs.
Learn how to use Gurobi solver with Python to solve these problems efficiently.
Learn how to use Gurobi solver with Python to solve these problems efficiently.",https://www.coursera.org/learn/operations-research-algorithms,695
3625,Operations Research (1): Models and Applications,Computer Science,English,"Case Studies, Decision Making, Portfolio Management, Scheduling, Production Planning, Mathematical Modeling, Industrial Engineering, Business Mathematics, Business Analytics, Operations Research, Inventory Management System, Operations Management, Applied Mathematics, Microsoft Excel, Business Operations, Linear Algebra, Process Optimization, Business Modeling, Resource Allocation, Algorithms","Formulate different types of mathematical models to tackle optimization
problems with business applications.
Formulate different types of mathematical models to tackle optimization
problems with business applications.
Technically, the concepts and applications
of Linear Programming, Integer Programming, and Nonlinear Programming will be delivered.
Technically, the concepts and applications
of Linear Programming, Integer Programming, and Nonlinear Programming will be delivered.
Solve an optimization problem with one
of the most accessible software: Microsoft Excel.
Solve an optimization problem with one
of the most accessible software: Microsoft Excel.",https://www.coursera.org/learn/operations-research-modeling,465
3626,Operations Research (3): Theory,Computer Science,English,"Linear Algebra, Case Studies, Network Model, Operations Management, Operational Analysis, Advanced Mathematics, Process Optimization, Mathematical Modeling, Calculus, Transportation Operations, Applied Mathematics, Machine Learning Algorithms, Resource Allocation, Algorithms, Machine Learning, Business Analytics, Operations Research, Operations, Engineering Analysis","Understand the theoretical properties of linear programs, integer programs, and nonlinear programs.
Understand the theoretical properties of linear programs, integer programs, and nonlinear programs.
Apply the mathematical properties to reduce the complexity of real-world problems or to solve it.
Apply the mathematical properties to reduce the complexity of real-world problems or to solve it.",https://www.coursera.org/learn/operations-research-theory,628
3627,Scaling Operations: Linking Strategy and Execution,Business,English,"Operations Management, Supplier Relationship Management, Case Studies, Business Strategy, Data-Driven Decision-Making, Competitive Analysis, Supply Chain, Planning, Financial Analysis, Return On Investment, Operational Analysis, Strategic Decision-Making, Capacity Planning, Business Operations, Strategic Sourcing",,https://www.coursera.org/learn/operations-strategy,1010
3628,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",Health,English,"Pain Management, Risk Analysis, Primary Care, Patient Education And Counseling, Mental and Behavioral Health, Public Health, Preventative Care, Substance Abuse, Rehabilitation, Pharmacology, Health Policy, Epidemiology, Patient Safety, Public Policies","Explain the factors that contributed to the current opioid crisis.
Explain the factors that contributed to the current opioid crisis.
Understand the pathophysiology of pain and its treatment, including what opioids are and how they work.
Understand the pathophysiology of pain and its treatment, including what opioids are and how they work.
Understand strategies to reduce unintended use and misuse, like prescribing guidelines, surveillance, safe disposal, and intervention messaging.
Understand strategies to reduce unintended use and misuse, like prescribing guidelines, surveillance, safe disposal, and intervention messaging.
Identify what strategies and tools you can employ to impact the safe use of opioids across clinical care settings and with a variety of populations.
Identify what strategies and tools you can employ to impact the safe use of opioids across clinical care settings and with a variety of populations.",https://www.coursera.org/learn/opioid,3691
3629,Opioid Epidemic: From Evidence to Impact,Health,English,"Chronic Diseases, Health Policy, Engineering Design Process, Pharmacy, Patient Education And Counseling, Pharmacology, Trend Analysis, Public Health, Pain Management, Mental and Behavioral Health, Epidemiology, Medication Therapy Management, Pharmaceuticals, Community Health, Medical Prescription, Substance Abuse","Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.
Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.
Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids
Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids
Explain why pharmacy benefit managers are relevant to opioid epidemic
Explain why pharmacy benefit managers are relevant to opioid epidemic
Explain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic
Explain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic",https://www.coursera.org/learn/opioid-epidemic,676
3630,Diplomatic Practice,Social Sciences,English,"Media and Communications, Public Relations, Negotiation, Digital Communications, International Relations, Economics, Social Media, Crisis Management, Diplomacy, Cultural Diversity, Communication, Virtual Teams","Evaluate digital tools and social media’s impact on diplomacy; propose strategies for blending them with traditional diplomatic practices.
Evaluate digital tools and social media’s impact on diplomacy; propose strategies for blending them with traditional diplomatic practices.
Analyze how economic diplomacy compares to political and cultural diplomacy in different geopolitical contexts.
Analyze how economic diplomacy compares to political and cultural diplomacy in different geopolitical contexts.
Create a diplomatic strategy for a current issue, integrating political, economic, and cultural diplomacy for foreign policy objectives.
Create a diplomatic strategy for a current issue, integrating political, economic, and cultural diplomacy for foreign policy objectives.
Synthesize historical and modern diplomatic practices to develop innovative hybrid approaches addressing globalization and digital challenges.
Synthesize historical and modern diplomatic practices to develop innovative hybrid approaches addressing globalization and digital challenges.",https://www.coursera.org/learn/opj-diplomatic-practice,847
